rank,gene,importance,recursion_depth
143,LOC84740,1.0,1.633
144,MAB21L2,1.0,2.197
145,MAGEA6,1.0,3.522
146,MAOB,1.0,3.199
147,MAPK4,1.0,3.648
148,MFSD4,1.0,2.273
149,MLC1,1.0,2.958
150,MRAP2,1.0,2.958
151,MRGPRX3,1.0,3.333
152,MT1A,1.0,3.576
153,MT1G,1.0,3.597
154,MUC5B,1.0,3.075
155,MYBPH,1.0,3.208
156,MYH14,1.0,3.260
157,MYOZ3,1.0,3.054
158,NCAPH,1.0,2.218
159,NCCRP1,1.0,3.168
160,NKAIN4,1.0,3.174
161,NOG,1.0,2.641
162,NOS1,1.0,3.101
163,NPW,1.0,2.507
164,NR3C2,1.0,3.379
165,NSUN7,1.0,1.407
166,NTNG1,1.0,3.392
167,NTRK2,1.0,2.962
168,NXPH3,1.0,2.256
169,OLFM1,1.0,2.581
170,ORM2,1.0,3.302
171,PACSIN1,1.0,1.415
172,PARM1,1.0,3.038
173,PARP15,1.0,1.860
174,PCDH8,1.0,2.811
175,PCDHA12,1.0,3.677
176,PCDHA6,1.0,3.503
177,PCDHGB1,1.0,3.134
178,PDE4C,1.0,2.266
179,PDIA2,1.0,2.136
180,PDK4,1.0,1.742
181,PDLIM4,1.0,2.633
182,PEBP4,1.0,3.061
183,PGC,1.0,2.742
184,PI15,1.0,2.136
185,PIGR,1.0,3.522
186,PIK3C2G,1.0,1.902
187,PKMYT1,1.0,3.641
188,PLA2G4F,1.0,2.369
189,PLAG1,1.0,2.618
190,PLEKHN1,1.0,2.962
191,PLXNC1,1.0,2.247
192,PNMA6A,1.0,2.516
193,POU2AF1,1.0,3.071
194,PPP1R1B,1.0,2.803
195,PRKG1,1.0,3.677
196,PRSS21,1.0,2.595
197,PTGIS,1.0,2.983
198,PTPRZ1,1.0,2.526
199,PYHIN1,1.0,2.172
200,PYY2,1.0,2.736
